no,creation_date,q1_1,q1_2,q1_3_1,q1_3_2,q1_3_3,q1_3_3_r,q2_1,q2_2,q2_3_1,q2_3_2,q2_3_2_r,q2_3_3,q2_3_3_o,q2_4_1,q2_4_1_o,q2_4_2,q2_5_1,q2_5_1_o,q2_5_2,q2_5_2_o,q2_6_1,q2_6_2,q2_6_3,q2_6_3_o,q2_6_4,q2_6_5,q2_6_6,q2_6_6_o,q2_6_7,q2_6_8,q2_7_1,q2_7_1_o,q2_7_2,q2_7_2_o,q3_1,q3_2,q3_2_o,q3_3,q3_3_o,q4_1_1,q4_1_2,q4_1_3,q4_1_4,q4_2_1,q4_2_1_o,q4_2_2,q4_2_2_o,q4_3,q4_4_1,q4_4_2,q4_4_2_o,q4_4_3,q4_4_3_o,q4_5,q4_6_1,q4_6_2,q4_6_3,q4_6_4,q4_6_5,q4_6_6,q4_6_7,q4_6_8,q4_6_9,weight
3520,2018/6/9 上午 09:25:37.355000,1,9,2,2,2,4,6,7,200409,200905,97,2, ,1,98,99,73, ,1,",",2,1,2, ,2,4, , ,98,98,1, ,4, ,1,"1,2,8", ,12,無,4,98,98,98,98, ,98, ,98,98,98, ,98, ,1,1,1,1,1,1,1,1,2,1,.818360303688168
2572,2018/6/14 上午 00:35:41.563000,1,8,2,2,1,3,4,7,199908,200606,94,2, ,1,98,2,12, ,1,",",2,1,2, ,2,4, , ,98,98,1, ,4, ,1,"2,7,9", ,"5,6", ,4,98,98,98,98, ,98, ,98,98,98, ,98, ,1,1,1,1,1,98,98,98,98,98,.848524791224642
1773,2018/6/18 上午 11:24:21.153000,1,8,2,2,1,3,3,4,200009,200405,92,2, ,1,98,1,24, ,5,",",2,1,2, ,2,4, , ,98,98,1, ,7, ,2,"1,2,8", ,4, ,4,98,98,98,98, ,98, ,98,98,98, ,98, ,1,1,1,6,6,6,98,1,98,98,.978818047164717
237,2018/6/25 下午 14:56:20.578000,1,9,2,2,1,3,7,8,200308,200906,97,2, ,3,98,1,60, ,1,",",2,1,4, ,1,4, , ,98,98,1, ,4, ,2,"8,9", ,"4,5,10", ,4,98,98,98,98, ,98, ,98,98,98, ,98, ,2,2,2,2,2,2,1,1,3,3,1.1478179929193
345,2018/6/25 下午 13:23:49.573000,1,8,2,2,1,3,6,7,199706,201206,100,1, ,5,98,2,77, ,1,",",2,1,2, ,2,4, , ,98,98,1, ,4, ,2,"2,8,9", ,"3,5,6", ,4,98,98,98,98, ,98, ,98,98,98, ,98, ,2,2,2,2,1,2,3,2,2,1,1.61046649951234
2651,2018/6/13 下午 22:57:26.379000,2,4,2,2,1,3,2,3,200508,201206,100,2, ,3,98,2,73, ,2,",",2,1,1, ,1,3, , ,98,98,1, ,4, ,3,"1,2,9", ,"3,4,5", ,3,98,98,98,98, ,98, ,98,98,98, ,98, ,2,2,3,3,3,3,3,2,3,3,1.1700104146348
3693,2018/6/6 下午 23:10:17.501000,2,4,2,2,1,3,2,3,200508,201206,100,2, ,3,98,2,73, ,2,",",2,1,1, ,1,3, , ,98,98,1, ,4, ,3,"1,2,9", ,"3,4,5", ,3,98,98,98,98, ,98, ,98,98,98, ,98, ,2,2,3,3,3,3,3,2,2,3,1.1700104146348
3976,2018/6/5 下午 23:34:54.685000,1,2,1,1,2,2,2,3,201402,201802,105,2, ,1,98,1,71, ,3,",",2,1,2, ,2,2, , ,98,98,1, ,7, ,1,"2,8", ,"1,3,7", ,3,98,98,98,98, ,98, ,98,98,98, ,98, ,2,3,3,3,3,3,3,3,3,3,4.8844308825057
4581,2018/6/5 下午 14:04:19.457000,1,7,2,2,1,3,5,6,200608,201007,98,2, ,1,98,1,73, ,3,",",2,1,1, ,2,4, , ,98,98,1, ,2, ,1,"2,8,9", ,"3,4,7", ,2,98,98,98,98, ,98, ,98,98,98, ,98, ,1,1,1,1,1,1,6,1,4,1,.782458350070039
1079,2018/6/25 上午 08:52:57.886000,1,7,2,2,2,4,4,5,200108,201007,98,1, ,3,98,2,73,教育,1,",",2,1,1, ,2,3, , ,98,98,1, ,6, ,2,"1,2,9", ,"3,11", ,2,98,98,98,98, ,98, ,98,98,98, ,98, ,3,3,3,4,3,3,3,4,3,3,.828965819040613
3813,2018/6/6 下午 13:40:58.437000,1,4,1,1,2,2,2,4,201109,201712,105,1, ,5,98,2,60, ,1,",",2,1,2, ,2,3, , ,98,98,1, ,3, ,4,5, ,"1,2,3", ,2,98,98,98,98, ,98, ,98,98,98, ,98, ,3,3,2,2,2,3,2,2,5,4,1.33593470580062
369,2018/6/25 下午 13:02:55.549000,1,7,2,2,1,3,4,5,199208,201111,100,1, ,1,98,2,15, ,1,",",2,1,2, ,2,3, , ,98,98,3, ,9, ,1,"2,5,11", ,"4,6", ,1,1,1,98,9,無,999, ,2,1,98, ,98, ,1,1,3,1,1,2,1,1,1,1,1.35952253565441
235,2018/6/25 下午 14:57:45.707000,1,7,1,2,1,3,3,4,199610,200208,90,2, ,7,1,2,41, ,1,",",2,1,2, ,2,6, , ,98,98,1, ,3, ,1,"1,2,4", ,7, ,1,1,2,98,9, ,999, ,2,1,98, ,98, ,1,1,98,1,1,98,98,98,98,98,1.07521923969918
4368,2018/6/5 下午 15:31:19.211000,1,8,2,2,1,3,5,6,199909,200501,93,2, ,1,98,2,81, ,1,",",2,1,1, ,2,4, , ,98,98,4, ,6, ,2,"1,2,9", ,7, ,1,2,2,98,7, ,79,中國航海技術研究會  理事,1,1,98, ,98, ,1,2,2,3,1,2,2,2,98,3,1.29741640098383
1478,2018/6/25 上午 06:27:51.511000,2,5,2,2,1,3,3,4,201009,201601,104,2, ,1,98,1,79, ,1,",",2,1,1, ,2,3, , ,98,98,8, ,7, ,3,"9,11", ,1, ,1,1,3,1,7, ,71, ,2,1,98, ,98, ,2,98,2,2,98,98,98,2,2,98,.373991334553262
4549,2018/6/5 下午 14:20:16.410000,1,5,1,1,2,2,4,5,199609,201506,103,1, ,5,98,1,79, ,1,",",2,1,3, ,2,3, , ,98,98,7, ,1, ,3,"8,9,10", ,"1,4,7", ,1,2,1,98,7, ,71, ,2,1,98, ,98, ,2,2,2,2,3,2,3,2,4,3,.253401415138192
4026,2018/6/5 下午 21:26:07.710000,2,6,1,1,2,2,2,4,199909,200807,96,1, ,5,98,1,62, ,1,",",1,1,2, ,2,3, , ,98,98,5, ,3, ,3,"1,2", ,"7,10", ,1,1,1,98,7, ,71, ,2,1,98, ,98, ,2,3,2,2,2,2,2,2,2,2,.770936502490361
3658,2018/6/7 上午 09:16:07.753000,2,6,2,2,1,3,5,6,200807,201406,102,2, ,2,98,2,77, ,1,",",2,1,2, ,2,5, , ,98,98,3, ,5, ,2,"2,8,9", ,"1,4,5", ,1,1,1,98,7, ,71, ,2,1,98, ,98, ,1,2,1,1,1,2,4,2,2,2,.87417655193769
3678,2018/6/7 上午 02:39:40.237000,2,7,1,1,2,2,5,5,200609,201006,98,2, ,3,98,2,73, ,2,",",2,1,4, ,2,4, , ,98,98,2, ,7, ,2,"1,8,9", ,"4,6,7", ,1,1,2,98,7, ,71, ,2,1,98, ,98, ,1,1,1,1,1,2,1,1,2,2,.995830533059681
766,2018/6/25 上午 10:03:09.987000,1,5,1,1,2,2,3,5,199609,201506,103,1, ,5,98,2,79, ,1,",",2,1,3, ,2,3, , ,98,98,1, ,2, ,3,"2,9,11", ,"4,5,7", ,1,2,1,98,7, ,71, ,2,1,98, ,98, ,2,2,2,2,2,2,4,1,4,3,.253401415138192
1675,2018/6/21 上午 11:47:51.744000,1,7,2,2,2,4,6,7,201108,201607,104,2, ,1,98,2,60, ,2,",",2,1,3, ,2,4, , ,98,98,1, ,7, ,2,"1,2,8", ,7, ,1,1,3,1,7, ,71, ,2,1,98, ,98, ,2,3,3,2,3,3,3,2,3,3,.723264008981056
4608,2018/6/5 下午 13:48:59.898000,1,4,2,1,2,2,2,4,200808,201510,104,1, ,1,98,2,14, ,1,",",2,1,3, ,2,3, , ,98,98,2, ,5, ,2,"2,9", ,"4,10", ,1,1,1,98,6, ,62,技士,3,1,98, ,98, ,4,2,2,3,2,2,5,1,2,1,1.05389898451525
3073,2018/6/13 下午 18:58:55.128000,1,6,2,2,2,4,4,5,200309,201106,99,1, ,1,98,1,22, ,1,",",1,1,3, ,2,3, , ,98,98,3, ,8, ,1,"1,2,10", ,4, ,1,2,2,98,6, ,62,工程師,2,1,98, ,98, ,2,1,3,1,4,4,3,2,2,2,2.41815770912518
2515,2018/6/14 上午 07:00:16.225000,1,4,2,1,2,2,2,3,200609,201402,102,2, ,2,98,2,22, ,1,",",2,1,1, ,2,3, , ,98,98,5, ,3, ,2,"1,2,9", ,"4,7", ,1,1,4,98,6, ,69,ㄧ般公職,3,2,1, ,11, ,2,2,2,2,2,2,3,2,3,3,2.70451310651717
1669,2018/6/21 下午 16:42:15.359000,1,4,1,1,2,2,2,4,200909,201606,104,2, ,1,98,2,27, ,2,",",2,1,3, ,2,3, , ,98,98,9, ,7, ,1,13, , , ,1,2,2,98,6, ,61, ,1,1,98, ,98, ,1,98,98,98,98,98,98,1,98,1,2.51090351769051
3503,2018/6/10 下午 13:22:22.369000,2,4,1,1,2,2,1,3,200209,201106,99,1, ,1,98,2,54, ,1,",",2,1,2, ,2,3, , ,98,98,8, ,4, ,2,"2,9,10", ,"5,7,11", ,1,1,2,98,6, ,62, ,2,2,1, ,11, ,2,98,98,98,2,98,98,98,2,98,.400178711519056
2908,2018/6/13 下午 20:38:30.109000,1,6,2,2,1,3,2,4,199909,201704,105,1, ,1,98,2,22, ,2,",",2,1,1, ,1,4, , ,98,98,8, ,4, ,2,"1,2,9", ,11, ,1,1,4,98,6, ,61, ,2,2,1, ,11, ,2,2,2,3,2,2,2,2,2,2,4.9633711795967
4634,2018/6/5 下午 13:40:27.032000,2,4,1,1,2,2,2,4,200509,201607,104,1, ,1,98,2,65, ,1,",",1,1,1, ,2,3, , ,98,98,7, ,1, ,2,"1,2,9", ,"6,7", ,1,2,1,98,6, ,62, ,3,1,98, ,98, ,6,1,6,6,98,6,98,2,6,4,.481219619285316
1934,2018/6/15 上午 08:46:20.279000,2,5,2,2,1,3,4,5,200809,201604,104,1, ,2,98,2,65, ,2,",",2,1,1, ,1,3, , ,98,98,7, ,3, ,3,11, ,5, ,1,1,1,98,6, ,62, ,3,1,98, ,98, ,3,3,3,3,3,3,3,2,3,3,.49183720651333
1083,2018/6/25 上午 08:50:52.961000,1,6,1,2,1,3,3,4,200109,200607,94,2, ,1,98,1,50, ,1,",",2,1,3, ,2,3, , ,98,98,7, ,3, ,1,"1,2,9", ,"4,5,7", ,1,1,4,98,6, ,62, ,2,1,98, ,98, ,1,98,98,1,98,98,98,1,98,98,.573432279001128
2023,2018/6/14 下午 16:36:05.918000,1,5,2,2,2,4,3,5,200709,201507,103,1, ,1,98,2,50, ,1,",",2,1,2, ,2,4, , ,98,98,7, ,5, ,2,"1,8,9", ,7, ,1,1,2,98,6, ,62, ,2,1,98, ,98, ,2,2,2,1,2,2,1,1,2,2,.721880849255829
41,2018/6/25 下午 20:55:34.184000,1,5,2,2,1,3,3,5,200509,201606,104,1, ,1,98,1,50, ,1,",",2,1,2, ,2,3, , ,98,98,7, ,6, ,3,"8,9", ,"2,7", ,1,1,1,98,6, ,62, ,3,1,98, ,98, ,2,98,98,98,98,98,2,2,98,98,.965557451989709
3666,2018/6/7 上午 08:20:55.732000,1,3,1,1,2,2,1,2,200507,201107,99,2, ,1,98,1,24, ,1,",",1,1,2, ,2,4, , ,98,98,7, ,4, ,1,"1,2,9", ,"4,10,11", ,1,1,2,98,6, ,62, ,3,1,98, ,98, ,2,6,6,2,2,2,2,2,2,6,2.41815770912518
4297,2018/6/5 下午 16:04:09.869000,1,7,2,2,2,4,2,4,199309,200205,90,1, ,2,98,2,22, ,2,",",2,1,3, ,2,3, , ,98,98,7, ,1, ,2,"1,2,9", ,4, ,1,1,1,98,6, ,61, ,1,1,98, ,98, ,1,1,2,1,2,2,2,1,2,1,.697403397571377
3407,2018/6/13 下午 15:45:31.013000,1,5,2,2,1,3,2,3,200209,200907,97,1, ,1,98,1,14, ,2,",",2,1,3, ,2,3, , ,98,98,7, ,2, ,2,"1,2,3", ,12,無,1,1,2,98,6, ,61, ,2,1,98, ,98, ,2,3,2,2,2,98,2,1,2,2,.822895551676588
1681,2018/6/21 上午 08:30:15.286000,1,4,2,1,2,2,1,2,200409,200806,96,2, ,3,98,1,73, ,1,",",2,1,1, ,2,3, , ,98,98,7, ,9, ,1,"1,2,9", ,"3,8,10", ,1,1,1,98,6, ,61, ,1,2,1, ,11, ,1,2,2,2,2,2,2,1,98,1,1.48391543336618
589,2018/6/25 上午 10:54:39.619000,2,4,2,2,2,4,2,3,199710,201406,102,1, ,5,98,2,71, ,3,",",2,1,2, ,2,3, , ,98,98,6, ,4, ,3, , ,13, ,1,1,1,98,6,政府機關,999, ,2,2,1, ,11, ,3,3,3,3,3,3,3,3,3,3,1.39729125785669
1085,2018/6/25 上午 08:50:51.806000,2,4,1,1,2,2,2,3,200709,201202,100,2, ,3,98,2,65, ,5,",工作進修",2,1,1, ,1,3, , ,98,98,6, ,1, ,3,7, ,"1,10,11", ,1,1,1,98,6, ,63, ,3,2,1, ,11, ,3,3,6,98,98,98,3,98,98,98,.578847257766692
3281,2018/6/13 下午 16:58:34.270000,1,5,1,1,2,2,2,3,200206,201006,98,2, ,1,98,2,20, ,1,",",2,1,3, ,2,3, , ,98,98,6, ,7, ,2,"1,2,8", ,7, ,1,1,4,98,6, ,63, ,2,1,98, ,98, ,2,2,2,2,2,3,2,2,2,2,1.45807626437196
4610,2018/6/5 下午 13:48:30.289000,2,6,2,2,1,3,2,3,199509,200201,90,2, ,1,98,1,50, ,4,"同系不同組,",2,1,3, ,2,3, , ,98,98,6, ,9, ,2,"7,8,9", ,2, ,1,2,1,98,6, ,62, ,1,1,98, ,98, ,3,3,2,2,3,2,2,2,2,1,.368711893662646
3389,2018/6/13 下午 15:57:27.605000,2,6,2,2,1,3,2,3,199809,200407,92,2, ,1,98,1,22, ,1,",",2,1,3, ,2,3, , ,98,98,6, ,7, ,2,"1,9", ,12,時間有限,1,1,2,98,6, ,62, ,1,1,98, ,98, ,2,98,98,98,98,98,2,2,98,98,.899422990748564
3144,2018/6/13 下午 18:16:57.646000,1,5,2,1,2,2,2,3,200409,200907,97,2, ,1,98,1,41, ,1,",",2,1,2, ,2,3, , ,98,98,6, ,1, ,1,"1,2,3", ,"4,6", ,1,1,4,98,6, ,62, ,1,1,98, ,98, ,1,1,98,98,98,98,1,98,98,98,.92130773347292
3817,2018/6/6 下午 13:35:57.794000,1,6,2,2,1,3,4,5,199709,201306,101,2, ,1,98,1,15, ,1,",",2,1,3, ,2,3, , ,98,98,6, ,7, ,2,"9,11", ,12, ,1,1,1,98,6, ,62, ,2,1,98, ,98, ,2,2,3,3,3,4,3,2,3,3,2.29005388611047
3784,2018/6/6 下午 14:30:48.794000,1,7,2,2,2,4,6,7,200709,201606,104,1, ,1,98,1,39,生物產業機電工程學系,1,",",2,1,1, ,2,3, , ,98,98,6, ,5, ,2,9, ,4, ,1,1,1,98,6, ,62, ,2,1,98, ,98, ,2,3,2,2,3,3,2,2,2,3,2.51090351769051
1847,2018/6/15 下午 19:45:29.178000,1,7,2,2,1,3,3,5,199509,200508,93,1, ,1,98,1,50, ,3,",",2,1,1, ,2,3, , ,98,98,6, ,5, ,2,"8,9,11", ,"5,7,10", ,1,2,2,98,6, ,61, ,2,1,98, ,98, ,2,98,98,98,98,2,2,98,98,98,.365812895014238
3921,2018/6/6 上午 08:37:28.603000,1,6,2,2,1,3,2,3,199709,200507,93,1, ,1,98,1,15, ,1,",",2,1,1, ,2,3, , ,98,98,6, ,5, ,2,"1,2,8", ,12, ,1,1,2,98,6, ,61, ,2,1,98, ,98, ,2,98,98,98,98,2,2,98,98,98,.504550822604822
3928,2018/6/6 上午 08:13:20.624000,1,6,2,2,2,4,3,3,200109,200407,92,2, ,1,98,1,50, ,1,",",2,1,3, ,2,3, , ,98,98,6, ,1, ,1,"1,2,4", ,5, ,1,2,2,98,6, ,61, ,1,1,98, ,98, ,1,1,98,98,98,1,1,98,98,98,.55421864276584
2271,2018/6/14 上午 10:16:04.565000,1,8,2,1,2,2,3,5,199409,200306,91,1, ,1,98,2,55, ,1,",",2,1,1, ,2,4, , ,98,98,6, ,1, ,1,"8,11", ,4, ,1,1,2,98,6, ,61, ,1,1,98, ,98, ,3,2,3,3,3,3,3,3,5,4,.709510422477161
3160,2018/6/13 下午 18:04:58.016000,1,8,2,2,1,3,3,4,199509,200309,92,1, ,1,98,1,29, ,1,",",2,1,3, ,2,3, , ,98,98,6, ,1, ,1,"2,9,10", ,12,學校離家遠，影響研究時間。,1,2,1,98,6, ,61, ,1,1,98, ,98, ,2,3,4,4,3,4,2,4,1,4,.978818047164717
1995,2018/6/14 下午 18:17:12.637000,2,8,1,1,2,2,3,4,200609,201412,103,1, ,1,98,2,15, ,1,",",2,1,1, ,2,3, , ,98,98,6, ,5, ,1,"1,2,9", ,4, ,1,2,2,98,6, ,61, ,1,1,98, ,98, ,1,1,3,2,1,3,2,1,3,3,1.54589275220853
4179,2018/6/5 下午 17:18:00.479000,2,6,2,2,2,4,4,5,201109,201605,104,2, ,1,98,2,27, ,5,",農與工之不同領域",2,1,1, ,2,4, , ,98,98,6, ,7, ,1,"2,8,11", ,12,無,1,2,2,98,6, ,61, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,5,3,1.96721023333724
657,2018/6/25 上午 10:30:30.735000,1,7,2,2,2,4,5,6,200109,200506,93,2, ,2,98,2,20, ,2,",",2,1,3, ,2,3, , ,98,98,5, ,3, ,1,"1,2,10", ,12, ,1,2,2,98,6, ,69, ,1,1,98, ,98, ,2,2,2,2,98,2,98,98,98,98,.8341800725741
459,2018/6/25 上午 11:57:10.926000,2,6,2,2,1,3,2,3,199709,200506,93,1, ,1,98,1,15, ,1,",",2,1,2, ,2,3, , ,98,98,5, ,4, ,2,"1,2,9", ,11, ,1,2,2,98,6, ,62, ,2,1,98, ,98, ,1,2,2,2,1,1,2,1,1,1,.355524323236392
598,2018/6/25 上午 10:51:36.522000,2,6,2,2,1,3,3,5,200309,201101,99,1, ,1,98,1,59,昆蟲系,1,",",2,1,2, ,2,4, , ,98,98,5, ,4, ,2,"8,9,10", ,"4,5,6", ,1,1,2,98,6, ,62, ,1,1,98, ,98, ,1,98,98,98,1,1,1,98,98,98,.400178711519056
4496,2018/6/5 下午 14:37:27.431000,1,7,2,1,2,2,3,4,199909,200607,94,2, ,1,98,2,40, ,2,",",2,1,3, ,2,3, , ,98,98,5, ,4, ,2,"1,2,9", ,"6,7,8", ,1,1,1,98,6, ,62, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,1,.653618461376139
2216,2018/6/14 上午 10:57:16.135000,2,7,2,2,1,3,5,6,200508,201106,99,2, ,3,98,2,73, ,2,",",2,1,1, ,2,3, , ,98,98,5, ,4, ,3,"2,9,11", ,"1,4", ,1,2,2,98,6, ,62, ,3,1,98, ,98, ,2,98,98,98,1,1,98,98,98,98,.792219196308296
3898,2018/6/6 上午 09:23:23.443000,1,8,2,2,1,3,5,6,200007,200906,97,1, ,5,98,2,12, ,1,",",2,1,2, ,2,4, , ,98,98,5, ,3, ,2,"1,4,8", ,12,無,1,2,4,98,6, ,62, ,1,1,98, ,98, ,2,2,2,1,2,1,2,1,2,2,.853285513794418
663,2018/6/25 上午 10:28:12.098000,1,8,2,2,2,4,5,5,200007,200906,97,1, ,5,98,2,12, ,1,",",2,1,2, ,2,3, , ,98,98,5, ,3, ,1,13, , , ,1,1,2,98,6, ,62, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,1,.853285513794418
2320,2018/6/14 上午 09:44:50.067000,2,4,2,2,2,4,2,3,200409,200912,98,2, ,1,98,2,15, ,2,",",2,1,1, ,2,3, , ,98,98,5, ,7, ,1,"2,4,9", ,6, ,1,1,1,98,6, ,62, ,3,2,1, ,11, ,2,2,2,1,2,2,3,1,1,1,1.08257144936372
3325,2018/6/13 下午 16:33:07.991000,1,3,2,1,2,2,2,3,201009,201507,103,2, ,1,98,2,14, ,1,",",2,1,1, ,2,3, , ,98,98,5, ,4, ,1,"1,2,11", ,10, ,1,2,1,98,6, ,62, ,2,1,98, ,98, ,1,2,2,3,1,1,1,1,2,3,1.09318461667454
4661,2018/6/5 下午 13:27:47.544000,2,4,2,2,2,4,2,2,200809,201112,100,2, ,1,98,1,56, ,1,",",2,1,3, ,2,3, , ,98,98,5, ,6, ,2,"1,2,9", ,"7,10,11", ,1,1,2,98,6, ,62, ,2,1,98, ,98, ,1,1,2,2,1,2,1,1,1,4,1.47183271572107
4682,2018/6/5 下午 13:18:08.752000,1,3,2,2,2,4,2,3,201009,201507,103,1, ,1,98,1,24, ,1,",",2,1,2, ,1,3, , ,98,98,5, ,1, ,2,"2,9", ,5, ,1,2,1,98,6, ,62, ,1,1,98, ,98, ,2,2,98,98,98,2,98,98,98,98,2.35174665007135
1898,2018/6/15 上午 11:19:42.708000,1,4,1,1,2,2,2,3,200809,201708,105,1, ,1,98,2,20, ,2,",",2,1,3, ,2,3, , ,98,98,5, ,1, ,1,13, , , ,1,2,4,98,6, ,62, ,3,2,4, ,41, ,3,3,3,1,1,3,1,1,4,1,4.9633711795967
298,2018/6/25 下午 13:55:52.947000,2,6,2,2,2,4,4,5,200409,201106,99,2, ,1,98,2,50, ,1,",",2,1,1, ,2,3, , ,98,98,5, ,7, ,1,"1,2,8", ,12,無,1,1,2,98,6, ,61, ,2,1,98, ,98, ,1,2,2,1,2,1,1,1,1,1,.400178711519056
3371,2018/6/13 下午 16:12:12.376000,1,7,2,2,1,3,4,4,199909,200702,95,2, ,1,98,1,50, ,1,",",2,1,1, ,2,3, , ,98,98,5, ,6, ,1,2, ,10, ,1,1,2,98,6, ,61, ,1,1,98, ,98, ,2,2,1,1,2,1,1,1,1,1,.409060161589716
3484,2018/6/11 上午 11:47:16.426000,1,7,2,2,1,3,6,6,199909,200702,95,2, ,1,98,1,50, ,1,",",2,1,1, ,2,3, , ,98,98,5, ,6, ,1,"1,2", ,11, ,1,1,2,98,6, ,61, ,1,1,98, ,98, ,1,1,1,2,2,2,2,1,1,2,.409060161589716
912,2018/6/25 上午 09:30:55.256000,2,5,2,2,1,3,4,4,201109,201502,103,1, ,3,98,2,73, ,5,",",2,1,3, ,2,3, , ,98,98,5, ,7, ,2,"2,8,9", ,"5,7,11", ,1,1,2,98,6, ,61, ,3,2,6, ,69,跨域歷練或外派機會,2,3,3,4,3,4,3,2,5,1,.701110198618014
169,2018/6/25 下午 16:05:56.284000,1,6,2,2,1,3,2,4,200009,200706,95,2, ,5,98,1,70, ,1,",",2,1,2, ,2,3, , ,98,98,5, ,1, ,1,"1,2,8", ,4, ,1,2,1,98,6, ,61, ,2,1,98, ,98, ,2,2,98,98,98,2,98,98,98,98,.782644018604972
1860,2018/6/15 下午 16:01:28.723000,1,6,2,2,1,3,3,4,200209,200707,95,2, ,5,98,2,23, ,2,",",2,1,3, ,2,3, , ,98,98,5, ,4, ,2,"2,3,9", ,"4,5,6", ,1,1,2,98,6, ,61, ,2,1,98, ,98, ,2,2,2,2,1,1,2,2,2,2,.924716340453646
2474,2018/6/14 上午 08:08:54.379000,1,6,2,2,1,3,1,3,199509,200406,92,1, ,1,98,2,25, ,1,",",1,1,2, ,2,3, , ,98,98,5, ,2, ,2,"1,9,11", ,7, ,1,1,1,98,6, ,61, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,1,.978818047164717
2508,2018/6/14 上午 07:15:40.105000,1,7,2,2,1,3,3,5,199809,200706,95,1, ,1,98,2,27, ,1,",",2,1,3, ,2,3, , ,98,98,5, ,2, ,2,"1,2,9", ,5, ,1,1,2,98,6, ,61, ,2,1,98, ,98, ,2,2,2,2,2,2,2,2,2,2,1.12917648772161
4296,2018/6/5 下午 16:04:38.573000,1,8,2,2,2,4,4,5,200209,200911,98,1, ,1,98,1,39,礦業工程,1,",",2,1,1, ,2,3, , ,98,98,5, ,7, ,1,"1,2,8", ,7, ,1,1,1,98,6, ,61, ,2,1,98, ,98, ,1,2,1,2,98,2,2,1,98,1,1.45807626437196
1224,2018/6/25 上午 08:20:00.286000,1,4,2,2,1,3,1,3,199609,201201,100,2, ,1,98,1,21, ,2,",",2,1,2, ,2,3, , ,98,98,5, ,2, ,1,"1,2,9", ,11, ,1,1,2,98,6, ,61, ,2,1,98, ,98, ,2,1,1,2,2,1,2,2,2,2,2.42596160767013
4636,2018/6/5 下午 13:39:19.749000,1,6,2,2,1,3,4,5,200609,201407,102,2, ,1,98,1,27, ,1,",",2,1,2, ,2,4, , ,98,98,5, ,1, ,3,"1,2,5", ,6, ,1,1,2,98,6, ,61, ,2,1,98, ,98, ,3,3,3,3,3,3,3,2,2,2,2.97951662695039
4260,2018/6/5 下午 16:24:58.776000,2,4,2,1,2,2,1,3,200609,201607,104,1, ,1,98,2,59,景觀,1,",",2,1,1, ,1,3, , ,98,98,4, ,8, ,4,"4,7", ,9, ,1,1,1,98,6, ,63, ,1,2,3, ,32, ,3,4,2,2,2,5,5,2,2,4,.756482472164553
3243,2018/6/13 下午 17:16:18.520000,1,4,2,2,2,4,2,3,200209,200905,97,1, ,4,98,2,82, ,1,",",2,1,2, ,2,3, , ,98,98,4, ,8, ,2,"1,2,9", ,"3,4,5", ,1,1,1,98,6, ,62, ,4,2,1, ,11, ,3,3,2,3,2,5,5,3,3,2,.0822687996088756
2433,2018/6/14 上午 08:41:30.950000,1,5,2,2,2,4,3,4,200309,200906,97,1, ,1,98,2,56, ,2,",",2,1,3, ,2,3, , ,98,98,4, ,1, ,1,13, , , ,1,2,2,98,6, ,62, ,1,1,98, ,98, ,1,1,1,1,1,2,2,1,2,1,.35711928431035
838,2018/6/25 上午 09:47:20.897000,1,5,2,1,2,2,2,3,200209,200706,95,2, ,1,98,2,15, ,1,",",2,1,2, ,2,3, , ,98,98,4, ,1, ,4,2, ,"1,4,11", ,1,1,4,98,6, ,62, ,3,2,1, ,11, ,4,5,5,2,2,4,2,3,4,2,.596546068985003
4187,2018/6/5 下午 17:09:31.669000,1,6,2,2,2,4,3,4,199709,200301,91,2, ,1,98,1,50, ,1,",",2,1,3, ,2,3, , ,98,98,4, ,1, ,1,"2,3,6", ,11, ,1,1,2,98,6, ,62, ,1,1,98, ,98, ,1,1,1,2,1,1,1,1,1,1,.709510422477161
3134,2018/6/13 下午 18:21:52.159000,1,7,2,1,2,2,3,4,199909,201507,103,2, ,1,98,2,40, ,2,",",2,1,2, ,2,3, , ,98,98,4, ,5, ,1,"2,8,9", ,"4,7,10", ,1,1,2,98,6, ,62, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,1,1.08509133944744
3304,2018/6/13 下午 16:47:20.677000,2,6,1,1,2,2,4,5,200709,201408,102,2, ,1,98,2,56, ,1,",",2,1,1, ,2,4, , ,98,98,4, ,6, ,1,13, , , ,1,2,1,98,6, ,62, ,1,1,98, ,98, ,1,2,2,2,2,2,2,1,2,1,1.09276212762789
509,2018/6/25 上午 11:26:21.684000,1,6,2,2,1,3,3,4,200609,201111,100,1, ,1,98,2,15, ,1,",",2,1,1, ,2,3, , ,98,98,4, ,5, ,2,"2,8,9", ,4, ,1,1,1,98,6, ,62, ,2,1,98, ,98, ,1,2,2,2,2,1,2,2,3,4,1.35952253565441
3100,2018/6/13 下午 18:47:04.815000,1,6,2,2,2,4,3,5,200209,201006,98,1, ,1,98,2,20, ,2,",",2,1,3, ,2,3, , ,98,98,4, ,1, ,1,"1,2,9", ,6, ,1,2,1,98,6, ,62, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,3,3,1.45807626437196
