no,,性別,年齡,目前婚姻狀態,進修博士時婚姻狀態,,決定進修博士時婚姻與子女狀態,入學年齡,畢業年齡,,,,是否曾休學,,學校類型,,博士與碩士學校是否相同,就讀科系,,博士與碩士學位相關度,,就學身分,就讀博士時是全職/在職學生,,,,,,,,,就讀博士的首要動機為?,,,,您對博士修業整體滿意度為?,,,,,目前就業情況為?,工作類型,此工作為?,,目前工作的機構別為?,,目前工作的職業別為?,,您對目前工作的滿意度為何?,您目前的工作與您當初獲得博士學位時原有規劃之職涯機構別與職業別是否符合?,,,,,整體而言，您認為您的博士學位效益如何?
505,,1,3,2,1,,2,1,1,,,,2,,7,,1,10,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
4051,,1,2,2,1,,2,1,1,,,,2,,7,,2,76,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,1
2380,,2,3,2,1,,2,1,2,,,,2,,7,,2,12,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,2
706,,1,4,2,1,,2,2,3,,,,2,,2,,2,80,,5,,2,2,,,,,,,,,4,,,,3,,,,,1,2,3,,1,,11, ,4,1,,,,,3
3195,,1,4,2,1,,2,1,1,,,,2,,5,,1,17,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,4,1,,,,,3
693,,1,3,1,1,,2,1,2,,,,2,,1,,2,80,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,3,,1,,11, ,2,1,,,,,1
15,,1,4,2,1,,2,1,1,,,,2,,1,,1,17,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,3,1,,,,,3
4647,,1,4,2,1,,2,1,2,,,,2,,1,,1,17,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,1,1,,,,,1
4492,,2,3,2,1,,2,1,1,,,,2,,3,,2,89,,2,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,1
4579,,2,4,2,1,,2,1,2,,,,2,,7,,2,80,,4,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,1
2678,,1,5,2,1,,2,1,2,,,,2,,7,,99,15,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
4040,,2,3,2,1,,2,2,2,,,,2,,1,,2,30,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,3,98,,1,,11, ,1,1,,,,,2
1968,,1,4,2,1,,2,1,2,,,,2,,7,,2,59,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,2,4,,1,,11, ,2,1,,,,,1
3326,,2,4,2,1,,2,1,3,,,,2,,7,,2,63,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,1
2886,,2,2,1,1,,2,1,2,,,,2,,3,,1,80,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,2
708,,1,4,2,1,,2,2,2,,,,2,,7,,2,50,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,1
2735,,2,4,2,1,,2,1,1,,,,2,,1,,1,52,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,2
4053,,1,4,2,1,,2,1,1,,,,2,,5,,1,17,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,3,1,,,,,4
4462,,2,3,2,1,,2,1,2,,,,2,,7,,2,17,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,1
3959,,2,5,1,1,,2,1,2,,,,2,,1,,2,10,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,3,1,,,,,2
3097,,2,4,2,2,,4,1,2,,,,2,,7,,2,45,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,11, ,2,1,,,,,1
2483,,2,4,2,1,,2,1,2,,,,2,,7,,1,49,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,2
2131,,2,3,1,1,,2,1,2,,,,2,,1,,2,76,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,1
4567,,2,4,2,1,,2,2,3,,,,2,,1,,2,80,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,2,2,,1,,11, ,2,1,,,,,1
4081,,1,3,2,1,,2,1,2,,,,1,,1,,1,30,,1,,2,2,,,,,,,,,4,,,,4,,,,,1,1,4,,1,,11, ,4,1,,,,,5
131,,2,5,2,2,,4,2,3,,,,2,,7,,2,73,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,3,1,,,,,3
964,,2,4,2,2,,4,1,2,,,,2,,7,,2,73,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
2479,,2,5,2,1,,2,2,3,,,,2,,7,,99,73,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,1
4305,,2,4,2,1,,2,1,3,,,,2,,7,,2,60,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,2,4,,1,,11, ,2,1,,,,,3
4760,,2,2,1,1,,2,1,1,,,,1,,7,,1,69,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,1
2274,,2,6,2,2,,3,4,5,,,,2,,7,,2,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
1185,,2,4,2,1,,2,1,2,,,,1,,7,,2,80,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,1
195,,2,3,2,1,,2,1,1,,,,2,,7,,2,15,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,11, ,2,1,,,,,2
3223,,1,5,1,1,,2,1,2,,,,2,,1,,1,10,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,1
2793,,1,5,2,1,,2,1,2,,,,2,,1,,99,10,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
4010,,1,5,2,1,,2,2,3,,,,2,,1,,2,17,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,1
4491,,1,4,1,1,,2,1,2,,,,1,,1,,1,17,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
1439,,1,4,2,1,,2,1,2,,,,2,,1,,1,17,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,2
3978,,1,4,2,1,,2,1,2,,,,2,,1,,1,17,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,1
4086,,1,3,2,1,,2,1,1,,,,2,,1,,1,17,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,2
2438,,2,3,2,1,,2,1,2,,,,2,,7,,2,17,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,11, ,2,1,,,,,2
3838,,2,2,1,1,,2,1,1,,,,2,,7,,2,10,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,3,1,,,,,3
2093,,2,5,2,1,,2,2,2,,,,2,,7,,2,15,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,2,4,,1,,11, ,1,1,,,,,1
4715,,2,5,1,1,,2,1,1,,,,2,,1,,1,15,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,4,,1,,11, ,2,1,,,,,1
860,,2,4,2,1,,2,1,2,,,,2,,7,,1,74,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,1
341,,2,3,2,1,,2,1,1,,,,2,,1,,2,17,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,1
2415,,2,4,2,1,,2,2,2,,,,2,,1,,2,17,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
3643,,2,5,2,2,,3,2,2,,,,2,,7,,2,77,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,11, ,4,1,,,,,3
1428,,1,6,2,1,,2,1,3,,,,2,,7,,1,17,,2,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,4,2,,,,,1
1900,,2,5,2,1,,2,1,2,,,,2,,1,,2,40,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,1,4,,1,,11, ,1,1,,,,,1
4904,,1,4,2,1,,2,2,3,,,,2,,7,,2,78,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
1210,,1,4,1,1,,2,1,2,,,,2,,1,,1,51,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,4,,1,,11, ,2,1,,,,,1
4050,,1,4,2,1,,2,1,1,,,,2,,1,,2,52,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,2,4,,1,,11, ,1,1,,,,,1
1275,,2,4,1,1,,2,2,3,,,,2,,7,,2,60,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,1,2,,1,,11, ,3,1,,,,,3
2892,,2,4,1,1,,2,2,3,,,,2,,7,,2,60,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,3,1,,,,,3
1620,,2,5,1,1,,2,1,2,,,,2,,1,,2,52,,1,,2,2,,,,,,,,,4,,,,5,,,,,1,1,3,,1,,11, ,5,1,,,,,5
4844,,1,3,1,1,,2,1,2,,,,2,,1,,1,17,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,1,4,,1,,11, ,3,1,,,,,3
3935,,2,4,2,2,,4,1,2,,,,2,,7,,1,76,,2,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,3,1,,,,,2
1148,,1,4,2,1,,2,1,2,,,,2,,1,,1,17,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,2,4,,1,,11, ,1,1,,,,,2
22,,1,4,2,1,,2,2,3,,,,2,,1,,2,17,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,1
954,,1,3,2,1,,2,1,1,,,,2,,1,,1,17,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,1
4220,,2,4,1,1,,2,1,2,,,,2,,7,,2,45,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,3,,1,,11, ,4,1,,,,,3
460,,2,4,2,2,,4,1,2,,,,1,,1,,1,65,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,11, ,2,1,,,,,2
1698,,2,5,2,1,,2,1,1,,,,2,,5,,1,42,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,2
1659,,1,3,2,1,,2,1,1,,,,2,,7,,1,20,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,1
4829,,2,5,2,1,,2,1,2,,,,2,,1,,1,15,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,1
1230,,1,5,2,1,,2,1,2,,,,2,,7,,1,22,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,1,1,,,,,1
1344,,1,5,2,1,,2,1,2,,,,2,,7,,2,21,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,4,1,,,,,2
4616,,2,4,1,1,,2,1,1,,,,2,,7,,2,72,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,1
4048,,1,3,1,1,,2,1,3,,,,2,,7,,2,14,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,1
580,,2,5,2,1,,2,1,2,,,,2,,1,,1,62,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,2,2,,1,,11, ,2,1,,,,,1
3742,,2,6,2,2,,4,2,4,,,,1,,1,,1,63,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,2
292,,2,4,2,1,,2,1,2,,,,2,,1,,1,69,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,3
1866,,2,6,2,2,,4,2,4,,,,1,,1,,1,63,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
3839,,1,3,2,1,,2,1,1,,,,2,,7,,2,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,3,1,,,,,3
3220,,2,3,2,1,,2,1,1,,,,2,,7,,2,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,1
1218,,2,4,2,2,,4,2,3,,,,2,,7,,2,79,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,2
3315,,2,3,1,1,,2,1,2,,,,2,,1,,2,17,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,1,1,,,,,1
1943,,2,7,2,2,,3,2,3,,,,2,,7,,1,45,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,3,1,,,,,1
1068,,2,5,2,1,,2,1,1,,,,1,,7,,1,43,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,1,,1,,11, ,2,1,,,,,2
150,,1,5,1,1,,2,1,1,,,,2,,1,,2,77,,2,,1,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,1
2302,,1,6,1,1,,2,1,2,,,,1,,1,,1,77,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,2
4765,,1,3,2,1,,2,1,2,,,,2,,7,,2,15,,2,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
901,,2,5,2,1,,2,1,2,,,,2,,7,,1,65,,2,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,1
3491,,1,5,2,1,,2,1,2,,,,2,,2,,1,77,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,4,,1,,11, ,1,1,,,,,2
4793,,1,4,2,1,,2,1,2,,,,2,,7,,2,72,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,2
2689,,2,4,2,1,,2,1,1,,,,2,,1,,2,10,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,2,2,,1,,11, ,2,1,,,,,2
2652,,2,4,2,1,,2,1,1,,,,2,,1,,2,10,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,3,1,,,,,4
288,,2,4,2,2,,4,1,3,,,,1,,2,,2,77,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,11, ,5,1,,,,,1
88,,2,4,2,1,,2,1,1,,,,2,,7,,1,80,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,11, ,3,1,,,,,4
3889,,2,2,2,1,,2,1,1,,,,2,,1,,2,65,,2,,1,2,,,,,,,,,4,,,,3,,,,,1,2,3,,1,,11, ,2,1,,,,,2
762,,2,2,1,1,,2,1,2,,,,1,,1,,2,65,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,3,,1,,11, ,2,1,,,,,2
3166,,2,4,1,1,,2,1,1,,,,2,,7,,1,73,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,2
2127,,2,4,1,1,,2,1,2,,,,2,,7,,1,74,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,1
1997,,1,3,2,1,,2,1,2,,,,2,,1,,1,17,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,1,1,,,,,3
1367,,1,3,2,2,,3,2,3,,,,2,,1,,1,30,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,1
2619,,1,6,1,1,,2,3,3,,,,2,,1,,1,15,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,3,1,,,,,3
514,,1,5,2,1,,1,1,2,,,,2,,1,,1,15,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,1,1,,,,,1
1249,,1,3,2,1,,2,1,2,,,,2,,7,,2,21,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,3,1,,,,,2
3421,,2,4,2,1,,2,1,2,,,,2,,1,,2,15,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,1
4812,,2,4,2,1,,2,1,1,,,,2,,1,,1,15,,1,,1,2,,,,,,,,,4,,,,4,,,,,1,1,4,,1,,11, ,4,1,,,,,4
2007,,2,5,2,2,,4,2,3,,,,2,,1,,2,52,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,1
567,,2,5,1,1,,2,2,3,,,,2,,5,,2,60,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,3,98,,1,,11, ,4,1,,,,,3
4035,,2,4,1,1,,2,2,3,,,,2,,5,,2,60,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
1916,,1,3,2,1,,2,1,1,,,,2,,7,,1,22,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,11, ,2,1,,,,,1
2734,,1,4,2,1,,2,1,2,,,,2,,7,,1,21,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,4,1,,,,,3
3319,,1,4,2,1,,2,1,2,,,,2,,7,,1,20,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
3957,,2,3,1,1,,2,1,2,,,,2,,2,,2,65,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
4578,,1,5,2,1,,2,1,1,,,,2,,1,,2,41,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,2,4,,1,,11, ,1,1,,,,,2
2098,,2,6,2,2,,3,2,3,,,,2,,7,,2,45,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,2,4,,1,,11, ,3,1,,,,,1
446,,2,3,1,1,,2,2,3,,,,2,,1,,1,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,3,1,,,,,2
4302,,2,3,2,1,,2,1,2,,,,2,,1,,1,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,3
4739,,2,3,1,1,,2,1,2,,,,2,,1,,2,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,1,1,,,,,1
1610,,2,3,1,1,,2,1,1,,,,2,,1,,1,77,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,11, ,2,1,,,,,1
2060,,2,3,1,1,,2,1,2,,,,2,,1,,1,77,,1,,1,2,,,,,,,,,4,,,,5,,,,,1,2,4,,1,,11, ,2,1,,,,,2
3330,,2,4,1,1,,2,1,2,,,,2,,1,,2,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,2
108,,2,5,2,1,,2,2,3,,,,2,,1,,2,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
1319,,2,3,2,1,,2,1,1,,,,2,,1,,2,77,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
1348,,2,4,2,1,,2,1,2,,,,2,,1,,2,77,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,1,4,,1,,11, ,3,1,,,,,3
1912,,2,4,1,1,,2,1,2,,,,2,,1,,2,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,4,1,,,,,5
2389,,2,4,2,1,,2,1,2,,,,1,,1,,1,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,3
3877,,2,3,2,1,,2,1,1,,,,2,,1,,2,77,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,4,,1,,11, ,3,1,,,,,3
3127,,1,3,1,1,,2,1,2,,,,2,,7,,2,44,,4,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,3
4393,,2,5,2,2,,4,2,3,,,,1,,1,,1,62,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,1
1108,,2,4,1,1,,2,2,3,,,,2,,1,,1,64,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,1
4203,,2,4,1,1,,2,2,3,,,,2,,5,,2,65,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,3,98,,1,,11, ,2,1,,,,,3
4528,,1,3,1,1,,2,1,2,,,,2,,7,,1,17,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,3,1,,,,,2
2150,,2,4,1,1,,2,1,2,,,,2,,5,,1,77,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,1
850,,1,4,2,2,,3,2,3,,,,2,,2,,2,65,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,3
1720,,1,4,2,1,,2,2,3,,,,2,,2,,2,65,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,2,4,,1,,11, ,3,1,,,,,2
3288,,1,5,2,1,,2,1,2,,,,2,,7,,2,56,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,1
3002,,1,5,2,1,,2,1,2,,,,2,,1,,1,55,,2,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
1036,,1,5,1,1,,2,2,2,,,,2,,7,,2,76,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,1
553,,2,2,1,1,,2,1,1,,,,2,,2,,2,51,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,3
4870,,2,4,2,1,,2,2,3,,,,1,,1,,99,60,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,3,98,,1,,11, ,4,1,,,,,4
3056,,2,3,1,1,,2,1,2,,,,1,,1,,2,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,1
4370,,2,2,2,1,,2,1,2,,,,2,,1,,1,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,3,1,,,,,3
4259,,1,5,2,2,,3,2,3,,,,2,,1,,1,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
2629,,2,5,2,2,,3,2,3,,,,2,,1,,2,60,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,2,3,,1,,11, ,3,1,,,,,2
2796,,2,3,1,1,,2,1,1,,,,2,,1,,1,62,,1,,1,2,,,,,,,,,4,,,,4,,,,,1,2,3,,1,,11, ,3,1,,,,,2
3985,,2,4,2,2,,4,2,3,,,,2,,1,,2,60,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,3,1,,,,,2
1629,,2,5,2,2,,3,2,3,,,,2,,1,,99,60,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,1
3394,,1,4,2,1,,2,1,1,,,,2,,1,,2,77,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,1
1937,,1,5,2,2,,4,2,3,,,,2,,1,,2,77,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
3778,,1,4,2,1,,2,1,1,,,,2,,1,,1,77,,2,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,2
4887,,2,4,2,1,,2,1,2,,,,1,,1,,2,77,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,2
2371,,2,3,2,1,,2,1,2,,,,2,,1,,2,77,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,3,1,,,,,2
3367,,2,3,2,1,,2,1,1,,,,2,,1,,2,77,,1,,1,2,,,,,,,,,4,,,,4,,,,,1,1,4,,1,,11, ,2,1,,,,,2
4472,,2,5,2,2,,4,3,4,,,,2,,5,,1,61,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,1
1110,,1,6,2,1,,2,1,3,,,,1,,1,,1,77,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,3,1,,,,,3
2978,,1,5,2,1,,2,1,2,,,,2,,1,,2,77,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,1,1,,,,,2
2808,,1,4,2,1,,2,1,1,,,,2,,1,,1,17,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,3,,1,,11, ,3,1,,,,,4
4375,,1,5,1,1,,2,1,2,,,,2,,7,,2,70,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,2
4278,,2,4,2,1,,2,1,2,,,,2,,1,,2,79,,2,,1,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,3,1,,,,,1
1519,,2,4,2,1,,2,1,2,,,,2,,1,,2,74,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,3,,1,,11, ,3,1,,,,,2
4426,,2,3,2,1,,2,1,1,,,,2,,1,,1,70,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,2
1633,,2,5,1,1,,2,1,2,,,,2,,1,,2,77,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
2675,,1,4,2,1,,2,1,2,,,,2,,2,,2,65,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,2,4,,1,,11, ,2,1,,,,,2
4640,,1,4,1,1,,2,1,2,,,,2,,1,,1,15,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,2,3,,1,,11, ,2,1,,,,,1
2055,,1,5,1,1,,2,1,2,,,,2,,1,,1,15,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,1,4,,1,,11, ,3,1,,,,,3
1536,,1,3,2,1,,2,1,2,,,,2,,1,,2,54,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,3,,1,,11, ,2,1,,,,,2
731,,1,3,1,1,,2,1,2,,,,2,,7,,2,71,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,1
814,,1,4,2,1,,2,1,2,,,,2,,2,,2,77,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
2259,,1,4,2,1,,2,1,2,,,,2,,2,,2,77,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,1
3770,,1,5,1,1,,2,1,2,,,,2,,1,,2,60,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
