no,,性別,年齡,目前婚姻狀態,進修博士時婚姻狀態,,決定進修博士時婚姻與子女狀態,入學年齡,畢業年齡,,,,是否曾休學,,學校類型,,博士與碩士學校是否相同,就讀科系,,博士與碩士學位相關度,,就學身分,就讀博士時是全職/在職學生,,,,,,,,,就讀博士的首要動機為?,,,,您對博士修業整體滿意度為?,,,,,目前就業情況為?,工作類型,此工作為?,,目前工作的機構別為?,,目前工作的職業別為?,,您對目前工作的滿意度為何?,您目前的工作與您當初獲得博士學位時原有規劃之職涯機構別與職業別是否符合?,,,,,整體而言，您認為您的博士學位效益如何?
600,,2,6,2,2,,4,5,5,,,,2,,3,,2,73,,4,,2,2,,,,,,,,,5,,,,2,,,,,1,2,2,,1,,11, ,1,1,,,,,1
4428,,1,3,2,1,,2,1,2,,,,2,,5,,2,23,,1,,2,2,,,,,,,,,5,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,1
3044,,1,7,2,2,,4,5,6,,,,2,,5,,1,60,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,999, ,2,1,,,,,2
347,,2,4,2,2,,4,1,2,,,,2,,7,,2,60,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,4,,1,,12, ,2,1,,,,,3
673,,2,3,2,1,,2,1,2,,,,2,,1,,2,81,,3,,1,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,12, ,2,2,,,,,2
463,,1,6,2,2,,3,4,4,,,,2,,1,,1,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,12, ,2,1,,,,,3
1938,,1,6,2,2,,3,2,4,,,,2,,7,,99,78,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,12, ,2,1,,,,,1
3446,,1,4,2,1,,2,2,4,,,,2,,1,,1,40,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,12, ,3,1,,,,,2
2996,,1,3,2,1,,2,1,2,,,,2,,1,,1,15,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,12, ,3,1,,,,,5
2129,,1,4,1,1,,2,2,2,,,,2,,5,,2,80,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
2660,,1,4,1,1,,2,3,3,,,,2,,7,,2,76,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
4497,,2,3,1,1,,2,1,2,,,,2,,7,,2,80,,2,,2,2,,,,,,,,,4,,,,3,,,,,1,1,3,,1,,11, ,3,1,,,,,2
1896,,2,4,1,1,,2,2,3,,,,2,,7,,2,65,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,1,1,,,,,1
2071,,2,4,1,1,,2,2,2,,,,2,,7,,1,65,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,1
136,,2,4,1,1,,2,1,2,,,,2,,7,,2,77,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,4,,1,,11, ,2,1,,,,,3
4129,,2,5,2,2,,4,2,3,,,,1,,7,,2,77,,5,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,5,1,,,,,5
1435,,1,4,2,1,,2,1,2,,,,2,,7,,1,77,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,3,1,,,,,2
2517,,1,7,2,2,,3,3,4,,,,2,,7,,2,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
2748,,1,3,2,1,,2,1,3,,,,2,,1,,2,80,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,2
1234,,2,4,2,1,,2,1,2,,,,2,,7,,2,15,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,1
3702,,1,2,1,1,,2,1,1,,,,2,,7,,1,27,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,11, ,2,1,,,,,1
2516,,2,4,2,1,,2,1,2,,,,2,,7,,1,30,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,4,,1,,11, ,3,1,,,,,3
3280,,1,4,2,1,,2,1,2,,,,2,,1,,1,56,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,1,1,,,,,2
2824,,2,3,1,1,,2,1,1,,,,2,,7,,2,60,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
2672,,1,3,2,1,,2,2,2,,,,2,,7,,1,78,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,11, ,2,1,,,,,2
215,,1,4,2,1,,2,2,3,,,,2,,7,,2,78,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
877,,2,4,2,2,,3,1,2,,,,2,,7,,2,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,1,1,,,,,1
1216,,2,5,2,2,,4,3,4,,,,2,,7,,2,77,,2,,2,2,,,,,,,,,4,,,,3,,,,,1,1,1,,1,,11, ,2,1,,,,,3
1437,,2,4,2,1,,2,1,1,,,,2,,1,,1,52,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
1888,,1,4,2,1,,2,1,3,,,,2,,7,,2,78,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,1,1,,,,,1
2742,,1,4,2,2,,3,2,2,,,,2,,7,,2,17,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,1,,1,,11, ,1,1,,,,,1
57,,1,4,1,1,,2,1,2,,,,1,,5,,2,76,,2,,1,2,,,,,,,,,4,,,,3,,,,,1,2,3,,1,,11, ,3,1,,,,,3
401,,2,5,1,1,,2,1,1,,,,1,,5,,1,51,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,11, ,2,1,,,,,2
137,,2,7,1,1,,2,4,5,,,,2,,7,,2,73,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,2
772,,2,6,1,1,,2,2,3,,,,2,,7,,2,73,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,1,4,,1,,11, ,2,1,,,,,1
1996,,2,5,2,1,,2,1,2,,,,2,,7,,2,73,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,3,1,,,,,2
2311,,2,5,2,1,,2,1,2,,,,2,,7,,2,73,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,1
1725,,1,6,2,2,,4,1,2,,,,2,,7,,2,56,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,1
3388,,2,5,2,1,,2,1,2,,,,2,,7,,1,77,,2,,2,2,,,,,,,,,4,,,,3,,,,,1,1,3,,1,,11, ,2,1,,,,,1
2490,,2,5,2,1,,2,1,1,,,,2,,1,,1,46,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,1,1,,,,,1
992,,2,3,2,1,,2,1,1,,,,2,,7,,2,60,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,2
4741,,2,4,1,1,,2,1,2,,,,2,,7,,2,60,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,1
4283,,2,4,1,1,,2,1,2,,,,2,,7,,2,75,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,3,1,,,,,2
4059,,1,7,2,2,,3,4,5,,,,2,,2,,2,65,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,1
1593,,1,3,1,1,,2,1,2,,,,2,,7,,2,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
1058,,1,5,2,1,,2,1,2,,,,2,,1,,1,51,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,1
2034,,2,4,2,1,,2,2,2,,,,2,,7,,2,60,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,11, ,4,2,,,,,3
3510,,2,3,1,1,,2,1,2,,,,2,,7,,2,60,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,5,1,,,,,4
1804,,1,4,2,1,,2,1,2,,,,2,,7,,2,77,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
212,,2,5,2,1,,2,1,2,,,,2,,1,,1,60,,1,,1,2,,,,,,,,,4,,,,6,,,,,1,2,1,,1,,11, ,2,1,,,,,1
404,,2,5,2,1,,2,1,2,,,,2,,1,,2,60,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
4580,,1,5,2,1,,2,2,3,,,,1,,2,,2,77,,2,,2,2,,,,,,,,,4,,,,3,,,,,1,1,3,,1,,11, ,5,1,,,,,3
1744,,2,6,2,1,,2,1,2,,,,1,,1,,1,77,,2,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,1
4540,,1,5,2,1,,2,2,3,,,,2,,7,,2,22,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,1
449,,2,5,1,1,,2,2,3,,,,1,,7,,2,45,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
1328,,2,4,1,1,,2,1,2,,,,2,,7,,1,49,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,3,1,,,,,3
3228,,2,4,2,1,,2,1,2,,,,2,,7,,2,76,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
851,,1,5,2,1,,2,1,1,,,,2,,1,,2,17,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
50,,1,5,2,1,,2,1,2,,,,2,,1,,1,56,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
619,,2,4,2,1,,2,1,1,,,,2,,7,,1,20,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,4,1,,,,,1
1826,,1,5,2,1,,2,1,1,,,,2,,7,,2,39,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,1
3969,,1,5,2,1,,2,1,2,,,,2,,7,,2,25,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,3,1,,,,,1
4055,,2,5,1,1,,2,2,3,,,,1,,7,,2,72,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,2,3,,1,,11, ,2,1,,,,,2
3901,,1,4,2,1,,2,1,2,,,,2,,1,,99,60,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,1,1,,,,,1
1063,,2,5,1,2,,3,1,2,,,,2,,1,,1,60,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,1
276,,2,4,2,1,,2,1,2,,,,2,,1,,1,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
653,,2,8,1,2,,3,4,6,,,,1,,7,,2,60,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,11, ,1,1,,,,,1
931,,2,4,2,1,,2,1,2,,,,2,,7,,2,60,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
3143,,2,4,1,1,,2,1,2,,,,2,,7,,1,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
2926,,1,5,1,1,,1,3,3,,,,2,,2,,2,30,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,4,1,,,,,2
1802,,1,6,2,1,,2,2,3,,,,2,,1,,2,77,,4,,2,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,2
3970,,1,6,2,1,,2,2,3,,,,1,,1,,1,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
4907,,1,5,2,1,,2,2,3,,,,2,,7,,2,78,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,1
670,,1,4,2,1,,2,1,1,,,,2,,7,,1,65,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,1,,1,,11, ,1,1,,,,,2
593,,1,5,2,1,,2,1,2,,,,2,,7,,2,65,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,1,1,,,,,1
1580,,2,5,2,1,,2,1,2,,,,2,,1,,1,78,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,1,4,,1,,11, ,2,1,,,,,1
862,,2,4,1,1,,2,1,2,,,,2,,7,,2,65,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,1
3958,,2,5,1,1,,2,1,3,,,,2,,7,,2,65,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,1
4526,,2,6,2,2,,4,2,3,,,,2,,7,,1,73,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,4,1,,,,,2
2182,,2,4,2,1,,2,1,2,,,,2,,7,,2,40,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,4,,1,,11, ,2,1,,,,,3
3679,,1,5,1,1,,2,2,3,,,,2,,7,,1,62,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,4,,1,,11, ,2,1,,,,,1
3551,,2,4,2,1,,2,1,2,,,,2,,3,,2,65,,2,,2,2,,,,,,,,,4,,,,4,,,,,1,2,4,,1,,11, ,2,1,,,,,1
916,,1,5,1,1,,2,2,3,,,,2,,7,,2,40,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,1
2526,,1,4,2,1,,2,1,1,,,,2,,1,,1,51,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,3,1,,,,,2
4376,,2,3,1,1,,2,1,1,,,,2,,7,,1,73,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
4025,,2,6,2,2,,3,2,3,,,,2,,7,,2,79,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,1,,1,,11, ,2,1,,,,,1
2891,,2,6,1,1,,2,3,5,,,,1,,1,,2,60,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,2
3734,,2,4,2,1,,2,1,3,,,,1,,1,,1,74,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,2
2103,,1,4,1,1,,2,2,3,,,,2,,7,,2,25,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,1,4,,1,,11, ,2,1,,,,,2
1133,,1,5,2,2,,3,2,3,,,,2,,2,,2,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,3,1,,,,,1
251,,2,6,2,1,,2,2,2,,,,2,,7,,2,52,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,3,1,,,,,3
3358,,1,4,2,1,,2,1,2,,,,2,,7,,2,73,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,3,1,,,,,1
3062,,1,5,2,1,,2,1,1,,,,2,,1,,1,17,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,4,,1,,11, ,2,1,,,,,1
29,,1,5,2,2,,4,2,3,,,,2,,7,,2,20,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,2,,1,,11, ,2,1,,,,,1
1828,,1,5,2,1,,2,1,2,,,,2,,1,,2,55,,2,,1,2,,,,,,,,,4,,,,3,,,,,1,1,4,,1,,11, ,3,1,,,,,3
2925,,1,5,2,1,,2,1,2,,,,1,,1,,1,51,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,2,,1,,11, ,2,1,,,,,3
1606,,1,4,2,1,,2,1,2,,,,2,,7,,2,74,,3,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,3,1,,,,,2
96,,2,6,2,2,,3,3,4,,,,2,,7,,2,41,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,2,2,,1,,11, ,1,1,,,,,1
995,,2,6,2,2,,3,4,2,,,,2,,7,,2,45,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,2,2,,1,,11, ,2,1,,,,,1
1903,,2,5,1,1,,2,3,4,,,,2,,1,,2,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,3,1,,,,,3
1248,,1,5,2,1,,2,2,2,,,,2,,7,,2,73,,3,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
189,,2,6,2,1,,2,1,2,,,,1,,7,,2,65,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,1
2385,,1,7,2,2,,4,4,4,,,,2,,1,,1,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
3730,,2,6,2,2,,3,3,5,,,,1,,1,,2,40,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,2,2,,1,,11, ,2,1,,,,,1
1171,,2,3,2,1,,2,1,2,,,,2,,1,,1,45,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,1,1,,,,,1
1494,,2,5,2,2,,4,2,2,,,,2,,7,,2,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,3
562,,2,4,1,1,,2,1,1,,,,2,,7,,1,71,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,2
584,,2,6,2,2,,4,2,3,,,,2,,7,,2,74,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
696,,1,6,2,1,,2,2,3,,,,2,,7,,1,71,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,2,4,,1,,11, ,2,1,,,,,3
3933,,2,5,2,2,,3,4,5,,,,1,,1,,99,74,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,1
4435,,2,7,2,2,,3,5,6,,,,2,,2,,1,45,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,1,,1,,11, ,4,1,,,,,4
1947,,1,4,2,1,,2,1,2,,,,2,,5,,1,77,,1,,2,2,,,,,,,,,4,,,,4,,,,,1,1,4,,1,,11, ,2,1,,,,,2
207,,2,5,2,1,,2,2,3,,,,2,,5,,1,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,3,98,,1,,11, ,2,1,,,,,6
1022,,2,4,1,1,,2,1,3,,,,1,,5,,1,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
1649,,1,5,2,1,,2,1,2,,,,2,,1,,1,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,1,1,,,,,1
3555,,1,5,2,2,,3,2,2,,,,2,,7,,2,60,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,2
834,,1,4,2,2,,3,1,2,,,,1,,7,,2,60,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,1
2031,,2,5,1,1,,2,2,3,,,,2,,1,,1,73,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,3,98,,1,,11, ,2,1,,,,,2
829,,2,3,2,1,,2,1,1,,,,2,,1,,2,40,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,2,4,,1,,11, ,3,1,,,,,2
3310,,1,6,2,1,,2,2,4,,,,1,,1,,2,63,,2,,2,2,,,,,,,,,4,,,,3,,,,,1,2,3,,1,,11, ,4,1,,,,,3
3411,,1,4,2,1,,2,1,2,,,,2,,1,,2,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,3,1,,,,,2
382,,2,7,1,1,,2,4,5,,,,2,,7,,1,60,,99,,2,2,,,,,,,,,4,,,,2,,,,,1,2,2,,1,,11, ,3,1,,,,,2
575,,2,6,2,2,,3,2,3,,,,2,,7,,2,60,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,3
53,,2,6,1,1,,2,1,3,,,,1,,7,,2,60,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
1145,,2,6,2,1,,2,2,3,,,,1,,7,,2,63,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,3,1,,,,,2
2500,,1,5,2,1,,2,1,2,,,,2,,7,,2,79,,2,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,1
95,,2,4,2,1,,2,1,2,,,,2,,1,,1,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,4,1,,,,,5
3738,,2,6,2,2,,3,2,4,,,,1,,1,,1,64,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,1,2,,1,,11, ,1,1,,,,,1
4889,,1,4,2,1,,2,1,2,,,,2,,7,,2,80,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,3,1,,,,,2
3591,,2,5,2,2,,3,3,4,,,,2,,2,,2,73,,2,,2,2,,,,,,,,,4,,,,3,,,,,1,2,2,,1,,11, ,4,1,,,,,3
3368,,2,5,2,2,,3,2,3,,,,2,,1,,2,15,,2,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
3701,,1,4,2,1,,2,1,3,,,,2,,5,,2,60,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,3,98,,1,,11, ,3,1,,,,,3
1946,,1,5,2,1,,2,2,2,,,,2,,5,,1,77,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,2,,1,,11, ,2,1,,,,,2
3012,,1,4,2,2,,4,1,2,,,,2,,5,,1,77,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,1,,1,,11, ,1,1,,,,,1
918,,1,4,1,1,,2,1,1,,,,2,,1,,1,73,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,2
601,,1,5,2,2,,4,1,2,,,,2,,3,,99,73,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
4592,,1,8,2,2,,3,5,6,,,,2,,1,,1,77,,4,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
466,,2,4,2,1,,2,1,2,,,,2,,1,,1,40,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,3
1640,,2,3,1,1,,2,1,2,,,,2,,1,,2,73,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,3,98,,1,,11, ,4,1,,,,,3
2363,,2,5,2,2,,3,3,4,,,,2,,1,,2,75,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,11, ,1,1,,,,,1
746,,1,5,2,1,,2,1,2,,,,1,,1,,1,78,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
4524,,1,3,2,1,,2,1,2,,,,2,,7,,1,80,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,1
2654,,2,5,2,1,,2,1,2,,,,2,,7,,1,78,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,1
3163,,1,4,2,1,,2,1,2,,,,2,,7,,2,80,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
1007,,1,5,1,1,,2,2,2,,,,2,,1,,2,60,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,4,1,,,,,3
2560,,2,4,1,1,,2,1,2,,,,2,,7,,2,62,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,4,1,,,,,2
2268,,2,4,1,1,,2,1,2,,,,2,,7,,2,60,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,1
4307,,1,3,2,1,,2,1,1,,,,2,,1,,1,50,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,1,1,,,,,1
1718,,2,7,2,2,,4,4,5,,,,2,,5,,1,30,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,1,,1,,11, ,2,1,,,,,1
3733,,1,4,2,1,,2,1,2,,,,1,,1,,1,46,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,2,4,,1,,11, ,2,1,,,,,1
692,,1,5,2,1,,2,1,2,,,,2,,7,,2,73,,2,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,1
2246,,2,5,2,1,,1,2,3,,,,1,,5,,2,44,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,3,1,,,,,2
2038,,2,4,2,1,,2,1,2,,,,2,,1,,1,77,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,1
697,,2,5,2,1,,2,1,2,,,,1,,1,,99,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,3,1,,,,,3
2803,,2,5,2,1,,1,1,2,,,,2,,5,,1,60,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,1,4,,1,,11, ,2,1,,,,,2
4363,,2,5,2,1,,2,1,2,,,,2,,5,,1,60,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,1
306,,2,5,1,1,,2,3,4,,,,2,,7,,2,60,,99,,2,2,,,,,,,,,4,,,,3,,,,,1,2,3,,1,,11, ,5,1,,,,,4
4142,,1,5,2,2,,4,1,2,,,,2,,7,,2,12,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,4,2,,,,,3
3964,,1,5,2,2,,3,3,4,,,,2,,1,,2,50,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,2,2,,1,,11, ,2,1,,,,,1
2576,,1,2,1,1,,2,1,2,,,,1,,1,,1,60,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,3,98,,1,,11, ,4,1,,,,,4
4352,,1,5,2,2,,3,3,3,,,,2,,7,,2,65,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
2940,,1,3,2,1,,2,1,2,,,,2,,1,,1,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,1,1,,,,,1
3505,,1,5,2,2,,4,2,3,,,,2,,7,,2,71,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,1,1,,,,,3
1581,,2,6,2,2,,3,4,5,,,,2,,1,,2,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,1
4000,,1,5,2,2,,3,4,5,,,,2,,5,,2,60,,4,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
